Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0.492,-200000,-200000,-200000,-200000,-200000,-200000,46480.32421875,17800.65234375,316863232,692008128,104849712,105118080,49843.1484375
0.496,-200000,-200000,-200000,-200000,-200000,-200000,44577.79296875,19046.103515625,362754048,685118272,103805800,105118080,49565.98828125
0.5,-200000,-200000,-200000,-200000,-200000,-200000,44431.14453125,19921.302734375,396858304,674432192,102186688,105118080,50457.8125
0.504,-200000,-200000,-200000,-200000,-200000,-200000,46242.21875,20437.724609375,417700544,659815104,99971992,105118080,50775.29296875
0.508,-200000,-200000,-200000,-200000,-200000,-200000,46688.6796875,20613.306640625,424908448,641457152,97190488,105118080,49941.8984375
0.512,-200000,-200000,-200000,-200000,-200000,-200000,44942.2109375,20471.587890625,419085920,619862912,93918632,105118080,49532.25
0.516,-200000,-200000,-200000,-200000,-200000,-200000,44277.71875,20040.703125,401629792,595809664,90274200,90274200,50334.40625
0.52,-200000,-200000,-200000,-200000,-200000,-200000,45890.9296875,19352.365234375,374514080,570281472,86406296,90274200,50772.76953125
0.524,-200000,-200000,-200000,-200000,-200000,-200000,46871.875,18440.791015625,340062816,544384512,82482496,90274200,50094.03125
0.528,-200000,-200000,-200000,-200000,-200000,-200000,45357.13671875,17341.69921875,300734560,519250176,78674280,90274200,49567.84375
0.532,-200000,-200000,-200000,-200000,-200000,-200000,44146.85546875,16091.2783203125,258929232,495937632,75142064,90274200,50148.30078125
0.536,-200000,-200000,-200000,-200000,-200000,-200000,45552.51953125,14725.25,216832992,475342752,72021632,90274200,50737.55078125
0.54,-200000,-200000,-200000,-200000,-200000,-200000,46989.20703125,13278.03125,176306128,458122656,69412528,90274200,50274.3046875
0.544,-200000,-200000,-200000,-200000,-200000,-200000,45743.0625,11781.9658203125,138814720,444641952,67369984,90274200,49612.59375
0.548,-200000,-200000,-200000,-200000,-200000,-200000,44119.125,10266.7001953125,105405144,434945280,65900800,90274200,49964.55078125
0.552,-200000,-200000,-200000,-200000,-200000,-200000,45217.875,8758.6796875,76714472,428758208,64963372,90274200,50665.3125
0.556,-200000,-200000,-200000,-200000,-200000,-200000,47016.5,7280.78369140625,53009812,425514752,64471936,64471936,50464.5859375
0.56,-200000,-200000,-200000,-200000,-200000,-200000,46109.4375,5852.08056640625,34246848,424410368,64304600,64471936,49698
0.564,-200000,-200000,-200000,-200000,-200000,-200000,44180.11328125,4487.74072265625,20139818,424473088,64314104,64471936,49768.26171875
0.568,-200000,-200000,-200000,-200000,-200000,-200000,44965.80078125,3199.061767578125,10233997,424647584,64340544,64471936,50606.23046875
0.572,-200000,-200000,-200000,-200000,-200000,-200000,46898.4375,1993.61328125,3974494,423883712,64224812,64471936,50616.48828125
0.576,-200000,-200000,-200000,-200000,-200000,-200000,46379.1875,875.4949951171875,766491.5,421222560,63821600,64471936,49761.32421875
0.58,-200000,-200000,-200000,-200000,-200000,-200000,44401.3125,-154.32356262207031,23815.76171875,415872000,63010912,64471936,49644.8984375
0.584,-200000,-200000,-200000,-200000,-200000,-200000,44764.6171875,-1097.5843505859375,1204691.375,407266400,61707032,64471936,50547.29296875
0.588,-200000,-200000,-200000,-200000,-200000,-200000,46678.375,-1958.2691650390625,3834818,395105952,59864536,64471936,50710.84375
0.592,-200000,-200000,-200000,-200000,-200000,-200000,46621.35546875,-2742.091064453125,7519063,379372992,57480760,64471936,49833.46875
0.596,-200000,-200000,-200000,-200000,-200000,-200000,44711.375,-3455.969970703125,11943728,360325536,54594776,54594776,49564.08203125
0.6,-200000,-200000,-200000,-200000,-200000,-200000,44583.13671875,-4107.5078125,16871622,338468544,51283116,54594776,50455.29296875
0.604,-200000,-200000,-200000,-200000,-200000,-200000,46396.78125,-4704.48974609375,22132224,314507776,47652696,54594776,50770.1171875
0.608,-200000,-200000,-200000,-200000,-200000,-200000,46825.67578125,-5254.40869140625,27608810,289289888,43831800,54594776,49928.66796875
0.612,-200000,-200000,-200000,-200000,-200000,-200000,45076.35546875,-5764.0537109375,33224316,263734144,39959724,54594776,49529.3671875
0.616,-200000,-200000,-200000,-200000,-200000,-200000,44427.3984375,-6239.15234375,38927020,238762848,36176192,54594776,50334.86328125
0.62,-200000,-200000,-200000,-200000,-200000,-200000,46054.3671875,-6684.08447265625,44676984,215234816,32611338,54594776,50768.2109375
0.624,-200000,-200000,-200000,-200000,-200000,-200000,47011.05078125,-7101.671875,50433748,193887744,29376934,54594776,50077.70703125
0.628,-200000,-200000,-200000,-200000,-200000,-200000,45488.2421875,-7493.0625,56145984,175293136,26559564,54594776,49558.14453125
0.632,-200000,-200000,-200000,-200000,-200000,-200000,44288.51953125,-7857.6748046875,61743052,159826528,24216140,22371840,50144.67578125
0.636,-200000,-200000,-200000,-200000,-200000,-200000,45714.2109375,-8193.240234375,67129192,147654144,22371840,22371840,50735.14453125
0.64,-200000,-200000,-200000,-200000,-200000,-200000,47131.6796875,-8495.919921875,72180656,138735952,21020602,22371840,50258.73828125
0.644,-200000,-200000,-200000,-200000,-200000,-200000,45868.73828125,-8760.4814453125,76746032,132843328,20127776,22371840,49598.76953125
0.648,-200000,-200000,-200000,-200000,-200000,-200000,44265.23046875,-8980.537109375,80650048,129589336,19634748,22371840,49961.76171875
0.652,-200000,-200000,-200000,-200000,-200000,-200000,45380.55078125,-9148.8564453125,83701568,128467504,19464774,22371840,50659.3984375
0.656,-200000,-200000,-200000,-200000,-200000,-200000,47156.8359375,-9257.669921875,85704448,128896192,19529724,22371840,50449.15625
0.66,-200000,-200000,-200000,-200000,-200000,-200000,46236.23828125,-9299.052734375,86472384,130264152,19736992,22371840,49688.9609375
0.664,-200000,-200000,-200000,-200000,-200000,-200000,44316.82421875,-9265.271484375,85845248,131974000,19996060,22371840,49763.83203125
0.668,-200000,-200000,-200000,-200000,-200000,-200000,45124.34375,-9149.1669921875,83707248,133480624,20224336,22371840,50599.26953125
0.672,-200000,-200000,-200000,-200000,-200000,-200000,47054.6484375,-8944.498046875,80004056,134322016,20351820,22371840,50605.23046875
0.676,-200000,-200000,-200000,-200000,-200000,-200000,46507.4296875,-8646.2861328125,74758256,134141248,20324432,20324432,49747.26171875
0.68,-200000,-200000,-200000,-200000,-200000,-200000,44538.86328125,-8251.083984375,68080384,132698664,20105856,20324432,49639.54296875
0.684,-200000,-200000,-200000,-200000,-200000,-200000,44921.0625,-7757.24609375,60174868,129874944,19678022,20324432,50543.38671875
0.688,-200000,-200000,-200000,-200000,-200000,-200000,46835.64453125,-7165.09912109375,51338644,125665384,19040208,20324432,50698.95703125
0.692,-200000,-200000,-200000,-200000,-200000,-200000,46748.57421875,-6477.08740234375,41952660,120167168,18207148,20324432,49818.23828125
0.696,-200000,-200000,-200000,-200000,-200000,-200000,44844.32421875,-5697.83203125,32465290,113561392,17206272,20324432,49561.2421875
0.7,-200000,-200000,-200000,-200000,-200000,-200000,44734.45703125,-4834.13916015625,23368902,106091608,16074486,20324432,50451.92578125
0.704,-200000,-200000,-200000,-200000,-200000,-200000,46552.01953125,-3894.92578125,15170446,98041000,14854696,20324432,50756.86328125
0.708,-200000,-200000,-200000,-200000,-200000,-200000,46960.73828125,-2891.09912109375,8358454.5,89710000,13592424,20324432,49919.11328125
0.712,-200000,-200000,-200000,-200000,-200000,-200000,45207.40625,-1835.362060546875,3368554,81395648,12332672,20324432,49522.6171875
0.716,-200000,-200000,-200000,-200000,-200000,-200000,44581.25,-741.9736328125,550524.875,73374064,11117283,11117283,50333.0234375
0.72,-200000,-200000,-200000,-200000,-200000,-200000,46211.26953125,373.54315185546875,139534.46875,65886580,9982814,11117283,50762.3671875
0.724,-200000,-200000,-200000,-200000,-200000,-200000,47153.0234375,1494.7281494140625,2234212,59130004,8959091,11117283,50065.09375
0.728,-200000,-200000,-200000,-200000,-200000,-200000,45619.70703125,2604.541015625,6783634.5,53250988,8068331,11117283,49547.3671875
0.732,-200000,-200000,-200000,-200000,-200000,-200000,44445.35546875,3685.739013671875,13584672,48344096,7324862.5,11117283,50148.01953125
0.736,-200000,-200000,-200000,-200000,-200000,-200000,45866.0625,4721.2578125,22290278,44453240,6735338.5,11117283,50724.60546875
0.74,-200000,-200000,-200000,-200000,-200000,-200000,47276.07421875,5694.59619140625,32428426,41575680,6299344,11117283,50248.29296875
0.744,-200000,-200000,-200000,-200000,-200000,-200000,46006.61328125,6590.1796875,43430464,39668000,6010302.5,11117283,49592.55078125
0.748,-200000,-200000,-200000,-200000,-200000,-200000,44409.65625,7393.71337890625,54666996,38653236,5856550.5,11117283,49962.73828125
0.752,-200000,-200000,-200000,-200000,-200000,-200000,45535.6171875,8092.49072265625,65488408,38428716,5822532,11117283,50657.51953125
0.756,-200000,-200000,-200000,-200000,-200000,-200000,47308.23828125,8675.6689453125,75267240,38873868,5889979,5889979,50438.0234375
