location,corrAns,thisN,thisTrialN,thisRepN,response_2.keys,response_2.corr,response_2.rt,response_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Fixation.started,fixation_1.started,fixation_1.stopped,Fixation.stopped,N_back_2_trials.started,grid_lines_2.started,target_square_2.started,response_2.started,fixation_3.started,target_square_2.stopped,fixation_3.stopped,N_back_2_trials.stopped,trials.response_2.keys,trials.response_2.corr,LIFU_marker,LSL_Time,grid_lines_2.stopped,response_2.stopped,trials.response_2.rt,trials.response_2.duration,End.started,thank_you.started,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"[0, -0.2]",space,65,65,0,space,1,0.6107733999378979,0.20862009981647134,0,65,65,65,244.69243869977072,,,,,,,,,,,,,,244.68493419978768,244.70039159990847,244.70039159990847,244.70039159990847,245.70150010008365,245.69308539992198,246.69377399981022,246.68603570014238,space,1,None,2126039.4129493,246.69377399981022,246.69377399981022,0.6107733999378979,0.20862009981647134,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,66,66,0,None,1,,,0,66,66,66,246.69377399981022,,,,,,,,,,,,,,246.68639269983396,246.70160999987274,246.70160999987274,246.70160999987274,247.69443110004067,247.69443110004067,248.68657850008458,248.68702059984207,None,1,None,2126041.4144298,248.69505479978397,248.69505479978397,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",space,67,67,0,space,1,0.47940920013934374,0.19220170006155968,0,67,67,67,248.69505479978397,,,,,,,,,,,,,,248.68754269974306,248.69505479978397,248.69505479978397,248.69505479978397,249.69578150007874,249.6879929001443,250.68823619978502,250.68081860011443,space,1,None,2126043.4155739,250.68823619978502,250.68823619978502,0.47940920013934374,0.19220170006155968,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0.2]",None,68,68,0,None,1,,,0,68,68,68,250.68823619978502,,,,,,,,,,,,,,250.68115750001743,250.6973737999797,250.6973737999797,250.6973737999797,251.69789179973304,251.68908970011398,252.6899572997354,252.68146019987762,None,1,None,2126045.4091927,252.6899572997354,252.6899572997354,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[-0.2, 0]",None,69,69,0,None,1,,,0,69,69,69,252.6899572997354,,,,,,,,,,,,,,252.68175819981843,252.6982782999985,252.6982782999985,252.6982782999985,253.6992815998383,253.69096509972587,254.69212319981307,254.68345220014453,None,1,None,2126047.4098035,254.69212319981307,254.69212319981307,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0]",None,70,70,0,None,1,,,0,70,70,70,254.69212319981307,,,,,,,,,,,,,,254.6838440001011,254.6999908001162,254.6999908001162,254.6999908001162,255.70132179977372,255.6929806000553,256.6940363999456,256.68559189978987,None,1,None,2126049.411884,256.6940363999456,256.6940363999456,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0.2]",None,71,71,0,space,0,0.37304050009697676,0.2055881996639073,0,71,71,71,256.6940363999456,,,,,,,,,,,,,,256.68601820012555,256.7027456997894,256.7027456997894,256.7027456997894,257.70232179993764,257.6940025999211,258.69486870011315,258.68677440006286,space,0,None,2126051.414038,258.69486870011315,258.69486870011315,0.37304050009697676,0.2055881996639073,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,72,72,0,None,1,,,0,72,72,72,258.69486870011315,,,,,,,,,,,,,,258.68708669999614,258.69486870011315,258.69486870011315,258.69486870011315,259.69580079987645,259.68728849990293,260.688532799948,260.68003570009023,None,1,None,2126053.4151299,260.688532799948,260.688532799948,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0.2]",None,73,73,0,None,1,,,0,73,73,73,260.688532799948,,,,,,,,,,,,,,260.6803532997146,260.6970008998178,260.6970008998178,260.6970008998178,261.69704709993675,261.6892283000052,262.69007160002366,262.6825525001623,None,1,None,2126055.4083931,262.69007160002366,262.69007160002366,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",None,74,74,0,None,1,,,0,74,74,74,262.69007160002366,,,,,,,,,,,,,,262.6837006001733,262.69822299992666,262.69822299992666,262.69822299992666,263.6990279997699,263.6907326001674,264.69189429981634,264.6832953998819,None,1,None,2126057.4116634,264.69189429981634,264.69189429981634,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[-0.2, -0.2]",None,75,75,0,None,1,,,0,75,75,75,264.69189429981634,,,,,,,,,,,,,,264.68364059971645,264.69985939981416,264.69985939981416,264.69985939981416,265.7012453000061,265.6922631999478,266.6933567998931,266.6849368000403,None,1,None,2126059.4116748,266.6933567998931,266.6933567998931,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",space,76,76,0,space,1,0.7316812998615205,0.20169090013951063,0,76,76,76,266.6933567998931,,,,,,,,,,,,,,266.6852460000664,266.70136549975723,266.70136549975723,266.70136549975723,267.7024435000494,267.6938533000648,268.69446039991453,268.68661270011216,space,1,None,2126061.4132891,268.69446039991453,268.69446039991453,0.7316812998615205,0.20169090013951063,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[-0.2, -0.2]",space,77,77,0,None,0,,,0,77,77,77,268.69446039991453,,,,,,,,,,,,,,268.6869314000942,268.69446039991453,268.69446039991453,268.69446039991453,269.6958627998829,269.6869311998598,270.6884499001317,270.6805704999715,None,0,None,2126063.4149757,270.6884499001317,270.6884499001317,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0]",None,78,78,0,None,1,,,0,78,78,78,270.6884499001317,,,,,,,,,,,,,,270.68105270015076,270.696404799819,270.696404799819,270.696404799819,271.69736720016226,271.688765599858,272.6896100998856,272.68167049996555,None,1,None,2126065.4090668,272.6896100998856,272.6896100998856,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,79,79,0,None,1,,,0,79,79,79,272.6896100998856,,,,,,,,,,,,,,272.6821492998861,272.6983109000139,272.6983109000139,272.6983109000139,273.6990725998767,273.69020149996504,274.69174299994484,274.6829714998603,None,1,None,2126067.4101525,274.69174299994484,274.69174299994484,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",None,80,80,0,None,1,,,0,80,80,80,274.69174299994484,,,,,,,,,,,,,,274.6832984001376,274.6997115998529,274.6997115998529,274.6997115998529,275.7003720998764,275.69265779992566,276.6931169000454,276.68435839982703,None,1,None,2126069.4113388,276.6931169000454,276.6931169000454,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",space,81,81,0,space,1,0.33060469990596175,0.20999909983947873,0,81,81,81,276.6931169000454,,,,,,,,,,,,,,276.6848323000595,276.7010802999139,276.7010802999139,276.7010802999139,277.70250819996,277.6935835001059,278.6943354997784,278.6860223999247,space,1,None,2126071.4128294,278.6943354997784,278.6943354997784,0.33060469990596175,0.20999909983947873,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0]",None,82,82,0,None,1,,,0,82,82,82,278.6943354997784,,,,,,,,,,,,,,278.6863337000832,278.7025993997231,278.7025993997231,278.7025993997231,279.6951530999504,279.6951530999504,280.6874245000072,280.6877329000272,None,1,None,2126073.4143792,280.69586389977485,280.69586389977485,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0.2]",None,83,83,0,None,1,,,0,83,83,83,280.69586389977485,,,,,,,,,,,,,,280.68816189980134,280.69586389977485,280.69586389977485,280.69586389977485,281.6968132997863,281.6882711998187,282.6893194997683,282.68134129978716,None,1,None,2126075.4161854,282.6893194997683,282.6893194997683,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,84,84,0,None,1,,,0,84,84,84,282.6893194997683,,,,,,,,,,,,,,282.6819044998847,282.69750599982217,282.69750599982217,282.69750599982217,283.69829030008987,283.69001029990613,284.69127719989046,284.68344249995425,None,1,None,2126077.4099416,284.69127719989046,284.69127719989046,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",None,85,85,0,None,1,,,0,85,85,85,284.69127719989046,,,,,,,,,,,,,,284.68375759990886,284.6989515000023,284.6989515000023,284.6989515000023,285.7003560997546,285.6923499000259,286.6924974001013,286.6846595997922,None,1,None,2126079.4118029,286.6924974001013,286.6924974001013,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0.2]",None,86,86,0,None,1,,,0,86,86,86,286.6924974001013,,,,,,,,,,,,,,286.6850060997531,286.70076239993796,286.70076239993796,286.70076239993796,287.70195769984275,287.69332429999486,288.69406070001423,288.6864732000977,None,1,None,2126081.4130456,288.69406070001423,288.69406070001423,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",space,87,87,0,space,1,0.6972459000535309,0.20848709996789694,0,87,87,87,288.69406070001423,,,,,,,,,,,,,,288.68680729996413,288.7023383998312,288.7023383998312,288.7023383998312,289.694905300159,289.694905300159,290.6869831001386,290.6873975000344,space,1,None,2126083.4148411,290.69562570005655,290.69562570005655,0.6972459000535309,0.20848709996789694,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,88,88,0,None,1,,,0,88,88,88,290.69562570005655,,,,,,,,,,,,,,290.6878276001662,290.69562570005655,290.69562570005655,290.69562570005655,291.69623300014064,291.68842189991847,292.6892268001102,292.68109000008553,None,1,None,2126085.4158517,292.6892268001102,292.6892268001102,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0.2]",None,89,89,0,None,1,,,0,89,89,89,292.6892268001102,,,,,,,,,,,,,,292.68139849975705,292.69801970012486,292.69801970012486,292.69801970012486,293.698015099857,293.68973510013893,294.69063229998574,294.68222719989717,None,1,None,2126087.4094395,294.69063229998574,294.69063229998574,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",None,90,90,0,space,0,0.3562289997935295,0.23773689987137914,0,90,90,90,294.69063229998574,,,,,,,,,,,,,,294.68254549987614,294.69838010007516,294.69838010007516,294.69838010007516,295.6995048997924,295.6916579999961,296.6925440998748,296.68399540008977,space,0,None,2126089.4105922,296.6925440998748,296.6925440998748,0.3562289997935295,0.23773689987137914,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0]",None,91,91,0,None,1,,,0,91,91,91,296.6925440998748,,,,,,,,,,,,,,296.68429289991036,296.70039629982784,296.70039629982784,296.70039629982784,297.70114360004663,297.6928010000847,298.6938958000392,298.6854463997297,None,1,None,2126091.4123373,298.6938958000392,298.6938958000392,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,92,92,0,None,1,,,0,92,92,92,298.6938958000392,,,,,,,,,,,,,,298.6857348000631,298.70204340014607,298.70204340014607,298.70204340014607,299.6943930000998,299.6943930000998,300.6868763999082,300.68715529982,None,1,None,2126093.4137826,300.6952502001077,300.6952502001077,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, 0]",space,93,93,0,None,0,,,0,93,93,93,300.6952502001077,,,,,,,,,,,,,,300.68745069997385,300.6952502001077,300.6952502001077,300.6952502001077,301.6957165999338,301.6881055999547,302.68886849982664,302.6810332001187,None,0,None,2126095.4154943,302.68886849982664,302.68886849982664,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0.2]",None,94,94,0,None,1,,,0,94,94,94,302.68886849982664,,,,,,,,,,,,,,302.6813934999518,302.6968278000131,302.6968278000131,302.6968278000131,303.69742089975625,303.68976179976016,304.6902997000143,304.68205549987033,None,1,None,2126097.409432,304.6902997000143,304.6902997000143,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0.2]",None,95,95,0,None,1,,,0,95,95,95,304.6902997000143,,,,,,,,,,,,,,304.68242810014635,304.6990025001578,304.6990025001578,304.6990025001578,305.6992889000103,305.6915891999379,306.6916853999719,306.68405789975077,None,1,None,2126099.4104484,306.6916853999719,306.6916853999719,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0.2, 0]",None,96,96,0,None,1,,,0,96,96,96,306.6916853999719,,,,,,,,,,,,,,306.68441919982433,306.7001609997824,306.7001609997824,306.7001609997824,307.7012106999755,307.69319960009307,308.6934457998723,308.68520630011335,None,1,None,2126101.41245,308.6934457998723,308.6934457998723,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[-0.2, 0]",None,97,97,0,None,1,,,0,97,97,97,308.6934457998723,,,,,,,,,,,,,,308.6855760999024,308.7023708000779,308.7023708000779,308.7023708000779,309.7028425997123,309.6946326000616,310.6954616997391,310.68715649982914,None,1,None,2126103.4136051,310.6954616997391,310.6954616997391,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[-0.2, -0.2]",None,98,98,0,None,1,,,0,98,98,98,310.6954616997391,,,,,,,,,,,,,,310.6875208998099,310.6954616997391,310.6954616997391,310.6954616997391,311.6957024000585,311.68777199974284,312.688196899835,312.68031089985743,None,1,None,2126105.4155559,312.688196899835,312.688196899835,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
"[0, -0.2]",None,99,99,0,None,1,,,0,99,99,99,312.688196899835,,,,,,,,,,,,,,312.6806811997667,312.6961228,312.6961228,312.6961228,313.69797849981114,313.6889619999565,314.6909742001444,314.6815005997196,None,1,None,2126107.4086954,314.6909742001444,314.6909742001444,,,,,,sham_scott,001,2026-07-07_14h54.17.177,untitled,,2026.1.3,119.62838678062113,2026-07-07 14h54.17.428320 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6815908001736,314.6981760999188,317.6922615999356,,,,,,,,,
